1538,3943,9040,10381,18022,18424,33437,46848,47155,50977,60179,64520,74112,78198,78211,78294,94306,98579
8087,12439,18474,20002,21245,23781,29237,31042,39627,46064,63730,66119,69530,75022,75669,79427,90160,96509
158,5383,11576,18187,18718,19529,20733,35264,47444,50689,66163,66304,71623,73792,83565,89048,93041,94947
1602,18463,19676,20513,26311,34995,35564,35862,49220,49294,56189,56502,66981,69391,70949,77363,87265,90024
12521,13600,19908,20784,23803,26376,34155,38103,47886,64939,67729,67742,67747,67773,67774,67932,67965,89427
107,1765,11448,14281,21197,26081,30575,35191,39068,45179,67009,74871,74945,76847,77246,77358,94069,98927
4737,7880,10452,17376,21848,32417,34576,39311,40256,56672,66789,66796,69492,73477,73497,77720,82935,89933
950,12910,15798,16522,18523,21911,23794,30297,44495,59463,60313,77504,77870,78647,78655,78678,78687,91147
3125,13223,18342,19598,21416,21961,33181,41761,44770,50938,56032,58127,58168,71821,86478,86481,86516,94226
2780,15552,16217,19239,21266,22633,23381,34385,34665,38399,48705,71179,74611,75616,80618,94849,95737,96332
22833,27965,30327,33974,35167,39789,42772,43335,44243,47029,47989,49306,51098,51261,62899,71135,77324,87718
2221,17051,19325,22143,23815,31770,34953,36382,48749,50833,56479,65448,66721,68242,75215,79757,80677,86383
2426,5159,15092,18337,22038,23839,24661,34418,53071,55360,57842,58816,59928,76342,86157,87645,87923,97110
6099,11389,18322,24924,25424,26014,28714,30354,50717,51844,61151,64032,66080,66666,70446,79552,87920,96516
15595,17088,18427,19035,20089,22803,23019,29670,32430,34710,51820,56433,65994,88574,88813,93836,93889,93939
686,6749,9219,12180,19506,22760,30142,33147,52271,57465,60413,62272,67143,69317,78412,89709,97046,97727
2497,20266,26239,26703,30361,32648,33676,43262,43642,63852,63892,63895,63974,64337,66877,71964,74012,74067
1290,3340,7851,20175,26585,32629,32950,34922,36138,47678,49255,71485,75649,78871,81502,85403,90003,90438
5188,8716,11945,22457,25178,26048,28116,31130,33379,33631,35431,42639,87678,92469,92483,92575,98100,99001
8422,10527,22601,30456,31266,35663,37806,43954,48005,48019,48601,54415,54965,75361,75395,76199,80266,84243
5203,6194,14620,18480,26099,36692,39377,45621,46874,47871,63000,67259,67314,67337,67339,72695,86353,87836
12044,16090,18304,18669,26005,27104,29310,39549,42005,43459,51001,63817,73632,73658,74700,77352,84013,95452
8601,14551,16814,19602,21929,38662,39577,48318,51725,55244,55431,57212,66806,67377,71025,71554,71630,90106
4848,18789,19500,19683,22238,28939,30479,32214,33546,34501,41634,51080,83328,84725,85162,89719,91296,94483
770,18644,19283,21574,24533,30098,30989,38670,41018,42759,47167,49993,55850,60575,93705,96717,96885,96934
5557,10658,16731,18004,18415,19962,42261,42999,43723,52097,52730,61510,70961,70986,79650,83146,87912,88862
18797,30056,30136,30322,32172,32177,32854,32989,33314,35759,36928,44011,54312,75039,78886,85008,88362,95042
7077,11263,12105,18119,21774,35721,38360,40065,43603,45255,45481,52138,61379,64037,78232,95149,96458,99948
2835,5546,16986,17309,18005,18741,20945,29256,45487,49164,63953,69890,70316,71788,81313,91885,93539,99206
447,1277,15513,18572,23071,23834,26518,34835,47789,49727,59158,59839,82946,82991,83005,83402,86519,86721
4334,17586,18293,18528,23084,23945,27101,32696,33127,36883,48285,49162,77730,77803,87680,95294,95553,99080
18935,19391,21417,22903,27437,27954,33485,38732,43468,48616,55497,61521,63123,66699,70299,82195,82202,82290
580,1532,17033,19609,19647,21996,25696,30101,49229,51544,58887,60491,69976,80917,87019,87050,87781,97076
2499,5105,5938,15518,18149,18477,39918,43875,48700,49991,52481,53780,71786,81439,81668,84839,95858,96143
12514,13171,14759,18579,27595,36543,37913,41526,49874,55852,55956,59046,68437,68440,68476,68482,70423,98578
4892,8996,13370,18135,31039,38341,45529,45892,48699,54742,55789,57181,65634,65646,66058,68252,85321,92648
898,2918,11342,14236,18449,21351,26434,32256,33873,56692,69550,73809,73845,77418,83061,85023,85029,99980
