91623,98657,98658,99020
89933,99258,99260,99507
95978,97220,97227,97533
906,96717,96724,96726,96885
53943,83246,83255,83263,84251
19142,92101,92108,92150,92457
27224,90160,90163,90169,90242
3821,93337,96124,97162,97514
34510,57548,98096,98100,99704
39273,67525,86322,97024,97814
33974,88340,88356,88362,88926
25730,73792,89261,99558,99617
32942,64497,95464,97416,97639
25080,73144,93221,98192,98321
14538,77131,98676,98686,98927
1237,77242,77246,77286,77306,77641
6978,9341,87607,94476,94551,95005
7645,53781,75969,83509,83525,83529
19373,60028,69471,79379,79400,80307
54857,66418,66419,66449,66476,67339
22174,47289,51028,76386,92808,98273
26924,45098,45138,90225,90230,90343
16131,34391,61598,76635,99588,99615
10017,37067,50192,95636,97275,97771
12861,41854,69813,87765,87774,87891
4544,45530,49875,92828,97366,97815
23185,50811,50833,87408,87413,88308
22833,50865,64370,74729,77778,97383
17739,54998,59561,64430,94483,96747
880,64019,64186,85695,86573,86605
5546,73041,73183,78581,78608,78999
13171,35862,74747,87909,87990,88279
16540,45719,81313,81316,81333,81737
38802,43555,58205,82380,82489,82527
25527,26394,82498,82516,83750,87273
12516,18097,89276,89307,89309,89453
7476,17877,81141,90580,91877,99007
20134,20377,71383,91731,91739,92594
15348,36883,56090,92969,92990,93678
638,7779,94847,94849,94855,94990
2523,39377,58689,93680,95545,98144
367,5855,95067,95408,95414,95847
21583,47356,60477,71216,91271,96055
775,48304,48313,96611,96612,97343
2253,18793,76248,95153,97409,98102
26859,43441,49210,72187,98130,98131
16704,38405,60593,81921,91668,98667
43954,47109,49386,49820,98843,98846
25911,30989,42521,90009,99235,99293
12723,14983,61327,99572,99584,99769
17261,25968,31567,42128,52666,59428,71927,87013
28514,28939,30066,31748,55726,58045,76633,78287
25273,29553,31870,41437,42772,64809,70506,81738
820,14812,17021,31872,72320,74590,87146,89377
11118,24346,32171,35016,56121,61766,70552,96868
21585,32172,33247,34677,40313,64610,80591,80763
14424,25741,32416,33389,52825,73496,75774,79893
23504,32417,33650,40663,40987,54742,80726,81269
25118,32460,32860,33213,41634,68474,76922,77277
20048,25368,32629,33607,37717,66151,73558,98880
5518,32921,36134,37282,50109,56769,81179,88046
19257,21414,27273,32945,57516,71716,78917,78920
18679,18831,32940,32950,47097,69243,76031,92187
14502,17210,24301,33048,50480,79963,83218,85236
18535,20265,33453,41756,55059,57031,65306,96553
14787,29795,33527,33691,39523,72229,76385,88021
26734,27452,33741,34576,39091,72909,74383,79072
21227,24968,26473,30917,33924,70679,82208,97562
17175,19982,25048,34098,49356,79051,79058,84190
34231,34235,34365,37578,40219,59650,68734,78946
18946,27704,27995,34417,54294,65480,75430,83692
19110,33874,34439,45022,50084,53172,73053,79204
22931,33676,34591,35890,59044,60546,63928,77352
16447,20817,34710,47287,49302,57181,76617,85597
29681,34563,34714,43002,44786,52364,60088,88760
21793,27557,32897,34948,49970,53775,77392,89626
19049,20118,35023,44008,48214,68982,74349,78215
16199,25371,31771,35374,41928,51127,93046,93142
8336,18651,26231,35418,54799,64095,90207,90221
20175,20247,28817,35433,48197,62416,84464,88209
28224,34261,35681,46773,46785,50065,66361,79808
14670,22592,22601,35696,49718,57383,92361,92937
20925,32782,34629,35771,35835,70443,72695,84878
15578,24723,27117,31730,36028,81953,81971,88858
22972,36214,36369,46606,46787,55809,60019,83182
421,12062,30922,36302,70405,79269,79282,79295
12535,14436,36323,38552,40700,71553,80677,93182
33127,36351,37585,47268,53802,54234,59957,65634
19488,25472,36580,36906,36947,48115,88468,95982
16159,27166,37204,55162,55339,58594,67309,71025
25376,34176,37235,44155,44292,47871,58672,96181
18337,33480,37367,42078,51235,61180,67965,76316
33012,33045,35137,35660,37470,54079,59994,99561
24002,28274,37521,49747,52887,58344,63584,73599
23344,30853,30884,38050,38222,71364,73813,81428
3215,14412,31499,38080,38360,87186,87212,87994
16208,17890,38350,39370,53151,53220,72493,97276
20471,21961,38974,40450,42299,48816,79504,95483
16142,28116,35457,39607,42218,68867,68894,88657
31450,34183,39627,44452,52521,55133,59336,71256
23230,35533,39764,53266,57825,57923,57926,62491
39832,39864,39865,39906,39953,41530,67251,79757
14839,19058,40004,43603,48327,65339,68205,88583
18780,32276,40194,47270,48010,54432,57963,89033
12161,14995,15254,40239,54377,57705,94166,99061
18424,27835,37170,40349,47239,54169,68440,94332
17580,27697,30603,40503,51133,68946,74908,76588
40685,40692,40706,40744,40756,50744,64230,69401
20475,23795,35779,40920,50431,59284,75158,82116
15404,23460,41689,48360,52406,53673,61168,91798
17604,38715,41750,41806,52422,56053,69794,69814
18604,19122,37361,41761,46951,59881,64530,99748
17480,23160,32414,42091,57520,62077,69609,83607
27040,27998,28522,34092,42191,54740,78424,94951
18093,19665,37075,39409,42502,70529,75669,85016
16000,37674,40410,42789,42793,48323,74392,85577
23654,23743,42940,50265,50603,54038,62995,79720
24111,33904,43098,43127,45385,52122,58481,87730
12181,18192,19686,43110,63321,75195,75344,80929
30695,33178,37244,43240,47975,53441,64720,77465
17749,20887,36164,41216,43141,43455,86345,99001
14836,44024,44460,44495,46284,60152,61077,72630
15030,23780,44351,45094,48916,55381,70933,84473
11622,14689,29435,33514,44543,63500,93102,97553
14896,18322,23410,40741,44681,77489,79815,88604
16825,28165,37045,44813,45341,48570,83055,84144
17093,34473,39256,44818,44873,47134,66920,93391
22365,28729,28749,44951,46758,49556,77282,89568
19529,21667,25926,44986,45849,70159,79433,80409
14857,39243,39304,45153,46342,53155,68717,81187
45185,45268,45270,45279,45282,45283,55725,60666
17958,32971,35554,45305,58431,65901,65911,65927
19683,28320,30123,34202,45873,63628,77363,88766
22326,31755,33114,46447,50959,52341,56554,94462
17077,20027,32535,37481,46465,78055,78059,78259
16218,30652,44474,46431,46471,48493,62285,92934
29841,32133,38724,44866,44989,46555,70917,79933
14832,19591,26044,44011,46566,48029,89465,99420
30142,32881,32932,41219,46666,55773,68199,80146
33953,39516,40798,45259,47999,58151,60498,61784
16246,17628,19862,48213,62037,62072,75587,86313
19283,20119,22742,32523,48616,66279,82541,95855
27571,31164,37423,50764,50778,50809,52043,87406
14485,20130,22723,40369,50898,73978,74107,91268
7509,16221,39901,50947,55367,56435,65346,96232
22047,24425,26058,27703,51199,60964,83485,92077
13214,15255,32785,39068,51267,65646,81879,88844
14997,27700,35657,51962,63418,63541,64520,66163
19919,27027,34611,47948,52097,64463,69073,72820
23781,24000,52271,52300,52306,52311,52535,78454
21266,24297,43675,50255,51221,53416,62572,81256
19106,23815,36114,44635,53483,55203,73658,81944
13233,19035,23355,36998,55244,72955,83477,83661
19505,20350,23208,31591,53475,55320,91615,92894
3558,14571,23071,55991,56029,56045,80122,98571
27093,35743,47111,49783,55995,55997,56891,59345
12110,14576,23620,48787,58042,64783,82483,83557
14871,14936,27655,35364,58885,60530,83394,92323
14818,27911,43021,43140,43330,59136,71785,84817
7738,21473,48288,49314,57962,59463,63730,79990
17995,24247,26438,60201,60204,60251,60491,78131
22507,24460,34156,35049,37253,61237,81606,91690
23769,31061,45362,49162,51653,62279,62314,62358
15449,18550,22238,61853,61887,61897,63125,82959
1808,14759,31794,33352,50601,66086,94775,94783
16217,16991,38132,45067,48368,66657,78262,78264
16445,18789,27925,44971,45099,66796,82350,85583
3353,26521,34304,43464,64465,67093,71001,77757
16627,18684,21968,52751,60596,60628,68531,88173
15674,24405,39595,46450,48394,69349,69391,74700
28739,34330,39241,41471,48364,56539,69601,69673
20176,24334,24700,40800,69230,69408,69420,69890
25364,39738,44647,45842,45861,55596,60941,69969
15214,21267,26015,30629,47900,70429,88166,88338
2503,33713,35066,42261,52918,62410,70826,88261
24938,25731,32923,51648,51776,55478,71374,74090
23896,30043,30576,46074,51999,61397,71980,71993
20660,37537,37762,38228,56131,59609,62868,75163
16662,17572,22636,44583,61611,62821,76587,85486
17533,19485,21159,49171,56062,65230,77317,82001
16148,16516,18451,44928,58899,67670,77771,87575
28485,30150,32001,32989,41225,63892,77803,81413
17089,18572,33085,40196,43557,78455,78493,78511
4217,17779,40851,50387,57709,57902,79316,79797
18065,23377,40849,41803,47885,56529,78902,80548
9716,17965,22120,35939,50611,77913,83862,89832
24070,25966,32495,44045,59156,59160,59184,83882
19325,25384,31874,41067,47291,54819,84092,84106
27877,29269,36262,48670,50043,54249,57041,84547
14619,16487,18954,39098,50583,74651,85115,88451
18523,24836,36427,39030,55415,55422,73109,85196
6312,20795,24622,25997,61575,73084,87491,88082
12661,14880,15413,25050,69032,71468,89128,90326
11850,14779,26711,29487,49727,74619,89488,91297
16101,20023,29658,41109,51958,58929,80074,90106
17279,19083,24036,24412,50063,73706,87910,91469
2919,15961,28714,46408,57513,70028,72663,93752
18070,19148,22278,32020,46158,76221,79622,94441
10700,15890,20047,43035,48441,58457,95290,96098
18759,22745,38399,43612,43613,43620,80311,96899
